regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
29001,_Alcolu,_South_Carolina,_South_Carolina	29001, Alcolu, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		72			0			0			0.0		https://www.scdhec.gov/
29003,_Bamberg,_South_Carolina,_South_Carolina	29003, Bamberg, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		339			0			0			0.43		https://www.scdhec.gov/
29009,_Bethune,_South_Carolina,_South_Carolina	29009, Bethune, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		63			0			0			0.0		https://www.scdhec.gov/
29010,_Bishopville,_South_Carolina,_South_Carolina	29010, Bishopville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		523			0			0			1.29		https://www.scdhec.gov/
29016,_Blythewood,_South_Carolina,_South_Carolina	29016, Blythewood, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		524			0			-1			2.86		https://www.scdhec.gov/
29018,_Bowman,_South_Carolina,_South_Carolina	29018, Bowman, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		105			0			0			0.29		https://www.scdhec.gov/
29020,_Camden_station_(South_Carolina),_South_Carolina	29020, Camden station (South Carolina), South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		795			0			-1			3.71		https://www.scdhec.gov/
29030,_Cameron,_South_Carolina,_South_Carolina	29030, Cameron, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		71			0			-1			0.57		https://www.scdhec.gov/
29031,_Carlisle,_South_Carolina,_South_Carolina	29031, Carlisle, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		38			0			0			0.14		https://www.scdhec.gov/
29033,_Cayce,_South_Carolina,_South_Carolina	29033, Cayce, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		351			0			-1			1.86		https://www.scdhec.gov/
29036,_Chapin,_South_Carolina,_South_Carolina	29036, Chapin, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		645			0			-3			4.0		https://www.scdhec.gov/
29039,_Cordova,_South_Carolina,_South_Carolina	29039, Cordova, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		110			0			0			0.29		https://www.scdhec.gov/
29040,_Dalzell,_South_Carolina,_South_Carolina	29040, Dalzell, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		190			0			0			-0.14		https://www.scdhec.gov/
29042,_Denmark,_South_Carolina,_South_Carolina	29042, Denmark, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		213			0			-1			0.71		https://www.scdhec.gov/
29044,_Eastover,_South_Carolina,_South_Carolina	29044, Eastover, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		143			0			0			0.29		https://www.scdhec.gov/
29045,_Elgin,_Kershaw_County,_South_Carolina,_South_Carolina	29045, Elgin, Kershaw County, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		673			0			-4			3.43		https://www.scdhec.gov/
29047,_Elloree,_South_Carolina,_South_Carolina	29047, Elloree, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		141			0			-2			0.71		https://www.scdhec.gov/
29048,_Eutawville,_South_Carolina,_South_Carolina	29048, Eutawville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		138			0			0			0.71		https://www.scdhec.gov/
29052,_Gadsden,_South_Carolina,_South_Carolina	29052, Gadsden, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		45			0			0			-0.14		https://www.scdhec.gov/
29053,_Gaston,_South_Carolina,_South_Carolina	29053, Gaston, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		541			0			-1			1.29		https://www.scdhec.gov/
29054,_Gilbert,_South_Carolina,_South_Carolina	29054, Gilbert, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		220			0			0			1.29		https://www.scdhec.gov/
29055,_Great_Falls,_South_Carolina,_South_Carolina	29055, Great Falls, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		144			0			0			0.57		https://www.scdhec.gov/
29056,_Greeleyville,_South_Carolina,_South_Carolina	29056, Greeleyville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		68			0			0			0.0		https://www.scdhec.gov/
29058,_Heath_Springs,_South_Carolina,_South_Carolina	29058, Heath Springs, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		126			0			0			0.57		https://www.scdhec.gov/
29059,_Holly_Hill,_South_Carolina,_South_Carolina	29059, Holly Hill, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		207			0			-2			0.71		https://www.scdhec.gov/
29061,_Hopkins,_South_Carolina,_South_Carolina	29061, Hopkins, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		350			0			0			0.0		https://www.scdhec.gov/
29063,_Irmo,_South_Carolina,_South_Carolina	29063, Irmo, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		790			0			-3			4.57		https://www.scdhec.gov/
29065,_Jenkinsville,_South_Carolina,_South_Carolina	29065, Jenkinsville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		15			0			0			0.29		https://www.scdhec.gov/
29067,_Kershaw,_South_Carolina,_South_Carolina	29067, Kershaw, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		229			0			-2			0.71		https://www.scdhec.gov/
29069,_Lamar,_South_Carolina,_South_Carolina	29069, Lamar, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		151			0			0			0.71		https://www.scdhec.gov/
29072,_Lexington,_South_Carolina,_South_Carolina	29072, Lexington, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		1621			0			-6			11.29		https://www.scdhec.gov/
29073,_Lexington,_South_Carolina,_South_Carolina	29073, Lexington, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		1071			0			-8			4.43		https://www.scdhec.gov/
29075,_Little_Mountain,_South_Carolina,_South_Carolina	29075, Little Mountain, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		89			0			0			0.29		https://www.scdhec.gov/
29078,_Lugoff,_South_Carolina,_South_Carolina	29078, Lugoff, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		435			0			-6			4.57		https://www.scdhec.gov/
29080,_Lynchburg,_South_Carolina,_South_Carolina	29080, Lynchburg, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		134			0			0			1.43		https://www.scdhec.gov/
29081,_Ehrhardt,_South_Carolina,_South_Carolina	29081, Ehrhardt, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		55			0			0			0.0		https://www.scdhec.gov/
29082,_Lodge,_South_Carolina,_South_Carolina	29082, Lodge, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		15			0			-1			0.14		https://www.scdhec.gov/
29101,_McBee,_South_Carolina,_South_Carolina	29101, McBee, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		90			0			0			0.43		https://www.scdhec.gov/
29102,_Manning,_South_Carolina,_South_Carolina	29102, Manning, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		610			0			-1			0.71		https://www.scdhec.gov/
29104,_Mayesville,_South_Carolina,_South_Carolina	29104, Mayesville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		38			0			0			0.0		https://www.scdhec.gov/
29105,_Monetta,_South_Carolina,_South_Carolina	29105, Monetta, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		35			0			0			0.0		https://www.scdhec.gov/
29107,_Neeses,_South_Carolina,_South_Carolina	29107, Neeses, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		71			0			0			0.29		https://www.scdhec.gov/
29108,_Newberry,_South_Carolina,_South_Carolina	29108, Newberry, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		847			0			-1			5.57		https://www.scdhec.gov/
29112,_North,_South_Carolina,_South_Carolina	29112, North, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		172			0			0			0.43		https://www.scdhec.gov/
29113,_Norway,_South_Carolina,_South_Carolina	29113, Norway, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		62			0			0			0.0		https://www.scdhec.gov/
29114,_Olanta,_South_Carolina,_South_Carolina	29114, Olanta, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		83			0			0			0.0		https://www.scdhec.gov/
29115,_Orangeburg,_South_Carolina,_South_Carolina	29115, Orangeburg, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		1106			0			0			2.14		https://www.scdhec.gov/
29117,_Orangeburg,_South_Carolina,_South_Carolina	29117, Orangeburg, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z													https://www.scdhec.gov/
29118,_Orangeburg,_South_Carolina,_South_Carolina	29118, Orangeburg, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		500			0			-2			0.43		https://www.scdhec.gov/
29123,_Pelion,_South_Carolina,_South_Carolina	29123, Pelion, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		146			0			-1			1.0		https://www.scdhec.gov/
29125,_Pinewood,_South_Carolina,_South_Carolina	29125, Pinewood, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		98			0			0			0.0		https://www.scdhec.gov/
29126,_Pomaria,_South_Carolina,_South_Carolina	29126, Pomaria, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		51			0			0			0.0		https://www.scdhec.gov/
29127,_Prosperity,_South_Carolina,_South_Carolina	29127, Prosperity, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		240			0			0			2.86		https://www.scdhec.gov/
29128,_Rembert,_South_Carolina,_South_Carolina	29128, Rembert, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		194			0			0			0.14		https://www.scdhec.gov/
29129,_Ridge_Spring,_South_Carolina,_South_Carolina	29129, Ridge Spring, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		77			0			0			0.43		https://www.scdhec.gov/
29130,_Ridgeway,_South_Carolina,_South_Carolina	29130, Ridgeway, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		249			0			-1			1.29		https://www.scdhec.gov/
29133,_Rowesville,_South_Carolina,_South_Carolina	29133, Rowesville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		24			0			0			0.29		https://www.scdhec.gov/
29135,_St._Matthews,_South_Carolina,_South_Carolina	29135, St. Matthews, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		389			0			-1			1.14		https://www.scdhec.gov/
29137,_Salley,_South_Carolina,_South_Carolina	29137, Salley, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		74			0			-1			0.0		https://www.scdhec.gov/
29138,_Saluda,_South_Carolina,_South_Carolina	29138, Saluda, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		561			0			-2			1.29		https://www.scdhec.gov/
29142,_Santee,_South_Carolina,_South_Carolina	29142, Santee, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		243			0			0			0.29		https://www.scdhec.gov/
29145,_Silverstreet,_South_Carolina,_South_Carolina	29145, Silverstreet, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		16			0			0			0.29		https://www.scdhec.gov/
29146,_Springfield,_South_Carolina,_South_Carolina	29146, Springfield, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		38			0			-1			0.14		https://www.scdhec.gov/
29148,_Summerton,_South_Carolina,_South_Carolina	29148, Summerton, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		213			0			-1			0.57		https://www.scdhec.gov/
29150,_Sumter,_South_Carolina,_South_Carolina	29150, Sumter, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		1310			0			-6			3.29		https://www.scdhec.gov/
29152,_Shaw_Air_Force_Base,_South_Carolina	29152, Shaw Air Force Base, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		21			0			0			0.0		https://www.scdhec.gov/
29153,_Sumter,_South_Carolina,_South_Carolina	29153, Sumter, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		457			0			0			0.71		https://www.scdhec.gov/
29154,_Sumter,_South_Carolina,_South_Carolina	29154, Sumter, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		783			0			-4			2.71		https://www.scdhec.gov/
29160,_Swansea,_South_Carolina,_South_Carolina	29160, Swansea, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		168			0			0			0.57		https://www.scdhec.gov/
29161,_Timmonsville,_South_Carolina,_South_Carolina	29161, Timmonsville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		371			0			-2			1.43		https://www.scdhec.gov/
29162,_Turbeville,_South_Carolina,_South_Carolina	29162, Turbeville, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		121			0			0			0.14		https://www.scdhec.gov/
29163,_Vance,_South_Carolina,_South_Carolina	29163, Vance, South Carolina, South Carolina	2020-10-13	2020-10-13T04:00:00.000Z		78			0			0			0.0		https://www.scdhec.gov/
