regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	numPositiveTests	numDeaths	numRecoveredCases	diffNumPositiveTests	diffNumDeaths	avgWeeklyDeaths	avgWeeklyConfirmedCases	avgWeeklyRecoveredCases	dataSource
Auckland_Region	Auckland Region	2020-06-16	2020-06-15T01:00:00.000Z		178	178								0.0	0.0	https://www.health.govt.nz/
Bay_of_Plenty	Bay of Plenty	2020-06-16	2020-06-15T01:00:00.000Z		47	47								0.0	0.0	https://www.health.govt.nz/
Earth	Earth	2020-06-16	2020-06-15T17:37:03.875Z	433558	7888392								3393.86	104808.14	63782.57	https://github.com/yahoo/covid-19-data/blob/master/data-sources.md
Hawke%27s_Bay_Region	Hawke's Bay Region	2020-06-16	2020-06-15T01:00:00.000Z		44	44								0.0	0.0	https://www.health.govt.nz/
Malaysia	Malaysia	2020-06-16	2020-06-15T09:30:00.000Z	121	8494	7400							0.57	22.57	60.71	http://www.moh.gov.my/
New_Zealand	New Zealand	2020-06-16	2020-06-15T01:00:00.000Z	22	1504	1482	311121						0.0	0.0	0.0	https://www.health.govt.nz/
Northland_Region	Northland Region	2020-06-16	2020-06-15T01:00:00.000Z		28	28								0.0	0.0	https://www.health.govt.nz/
Taranaki	Taranaki	2020-06-16	2020-06-15T01:00:00.000Z		16	16								0.0	0.0	https://www.health.govt.nz/
Waikato	Waikato	2020-06-16	2020-06-15T01:00:00.000Z	1	188	187							0.0	0.0	0.0	https://www.health.govt.nz/
West_Coast,_New_Zealand	West Coast, New Zealand	2020-06-16	2020-06-15T01:00:00.000Z	1	5	4							0.0	0.0	0.0	https://www.health.govt.nz/
Whanganui	Whanganui	2020-06-16	2020-06-15T01:00:00.000Z		9	9								0.0	0.0	https://www.health.govt.nz/
